astro_public_path,astro_file_path,filename,mapping_status,wordpress_upload_path,wordpress_public_url,wordpress_attachment_id,legacy_alt
/images/projects/hangzhou-yunxi-diegu-villa/sunlit-bipv-solar-roof-luxury-villa-hangzhou.webp,public/images/projects/hangzhou-yunxi-diegu-villa/sunlit-bipv-solar-roof-luxury-villa-hangzhou.webp,sunlit-bipv-solar-roof-luxury-villa-hangzhou.webp,legacy_alt_inherited,2026/05/sunlit-bipv-solar-roof-luxury-villa-hangzhou.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-bipv-solar-roof-luxury-villa-hangzhou.webp,2606,"Wide shot of a luxury villa in Hangzhou Yunxi Diegu, featuring the newly installed Sunlit BIPV solar roof surrounded by lush greenery."
/images/projects/hangzhou-yunxi-diegu-villa/sunlit-invisible-solar-roof-installation-residential.webp,public/images/projects/hangzhou-yunxi-diegu-villa/sunlit-invisible-solar-roof-installation-residential.webp,sunlit-invisible-solar-roof-installation-residential.webp,legacy_alt_inherited,2026/05/sunlit-invisible-solar-roof-installation-residential.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-invisible-solar-roof-installation-residential.webp,2607,"Close-up of the invisible solar roof installation on a residential building, showing sleek edge finishes and architectural integration."
/images/projects/hangzhou-yunxi-diegu-villa/sunlit-solar-slate-multi-hip-roof-design.webp,public/images/projects/hangzhou-yunxi-diegu-villa/sunlit-solar-slate-multi-hip-roof-design.webp,sunlit-solar-slate-multi-hip-roof-design.webp,legacy_alt_inherited,2026/05/sunlit-solar-slate-multi-hip-roof-design.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-solar-slate-multi-hip-roof-design.webp,2608,"View of the completed Sunlit solar slate roof, showcasing its flawless adaptation to a complex multi-hip architectural design and discreet vents."
/images/projects/jiaxing-boutique-homestay/sunlit-bipv-solar-roof-homestay-jiaxing.webp,public/images/projects/jiaxing-boutique-homestay/sunlit-bipv-solar-roof-homestay-jiaxing.webp,sunlit-bipv-solar-roof-homestay-jiaxing.webp,legacy_alt_inherited,2026/05/sunlit-bipv-solar-roof-homestay-jiaxing.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-bipv-solar-roof-homestay-jiaxing.webp,2609,"Wide view of a boutique homestay in Jiaxing featuring a modern Sunlit BIPV solar roof, contrasting with traditional green tile roofs in the background."
/images/projects/jiaxing-boutique-homestay/sunlit-invisible-solar-slate-sleek-surface.webp,public/images/projects/jiaxing-boutique-homestay/sunlit-invisible-solar-slate-sleek-surface.webp,sunlit-invisible-solar-slate-sleek-surface.webp,legacy_alt_inherited,2026/05/sunlit-invisible-solar-slate-sleek-surface.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-invisible-solar-slate-sleek-surface.webp,2610,"Low-angle view showcasing the sleek, continuous surface and premium aesthetic of the Lumina Slate invisible solar roof."
/images/projects/jiaxing-boutique-homestay/sunlit-solar-roof-valley-flashing-details.webp,public/images/projects/jiaxing-boutique-homestay/sunlit-solar-roof-valley-flashing-details.webp,sunlit-solar-roof-valley-flashing-details.webp,legacy_alt_inherited,2026/05/sunlit-solar-roof-valley-flashing-details.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-solar-roof-valley-flashing-details.webp,2615,"Detailed view of the precision valley flashing on the solar roof, ensuring perfect waterproofing for intersecting slopes."
/images/projects/jiaxing-boutique-homestay/sunlit-solar-tiles-clean-energy-guesthouse.webp,public/images/projects/jiaxing-boutique-homestay/sunlit-solar-tiles-clean-energy-guesthouse.webp,sunlit-solar-tiles-clean-energy-guesthouse.webp,legacy_alt_inherited,2026/05/sunlit-solar-tiles-clean-energy-guesthouse.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-solar-tiles-clean-energy-guesthouse.webp,2611,"A pristine expanse of Sunlit solar tiles installed on a guesthouse, providing clean energy without compromising architectural beauty."
/images/projects/large-scale-commercial-complex/storm-guard-bipv-extreme-weather-water-shedding.webp,public/images/projects/large-scale-commercial-complex/storm-guard-bipv-extreme-weather-water-shedding.webp,storm-guard-bipv-extreme-weather-water-shedding.webp,legacy_alt_inherited,2026/05/storm-guard-bipv-extreme-weather-water-shedding.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/storm-guard-bipv-extreme-weather-water-shedding.webp,2685,Demonstration of the Storm Guard solar roof efficiently shedding massive amounts of water during extreme torrential rain.
/images/projects/large-scale-commercial-complex/storm-guard-heavy-duty-solar-tiles-commercial-scale.webp,public/images/projects/large-scale-commercial-complex/storm-guard-heavy-duty-solar-tiles-commercial-scale.webp,storm-guard-heavy-duty-solar-tiles-commercial-scale.webp,legacy_alt_inherited,2026/05/storm-guard-heavy-duty-solar-tiles-commercial-scale.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/storm-guard-heavy-duty-solar-tiles-commercial-scale.webp,2686,Detailed aerial view of heavy-duty Storm Guard solar tiles seamlessly integrated into a massive commercial building complex.
/images/projects/large-scale-commercial-complex/storm-guard-hurricane-resistant-solar-roof-construction-scaled.webp,public/images/projects/large-scale-commercial-complex/storm-guard-hurricane-resistant-solar-roof-construction-scaled.webp,storm-guard-hurricane-resistant-solar-roof-construction-scaled.webp,legacy_alt_inherited,2026/05/storm-guard-hurricane-resistant-solar-roof-construction-scaled.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/storm-guard-hurricane-resistant-solar-roof-construction-scaled.webp,2687,Wide drone shot of a large-scale commercial site installing a hurricane-resistant Storm Guard solar roof system.
/images/projects/large-scale-commercial-complex/storm-guard-large-scale-bipv-integration-aerial-scaled.webp,public/images/projects/large-scale-commercial-complex/storm-guard-large-scale-bipv-integration-aerial-scaled.webp,storm-guard-large-scale-bipv-integration-aerial-scaled.webp,legacy_alt_inherited,2026/05/storm-guard-large-scale-bipv-integration-aerial-scaled.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/storm-guard-large-scale-bipv-integration-aerial-scaled.webp,2688,High-angle view showcasing the extensive coverage and impact-resistant design of the Storm Guard commercial solar roof.
/images/projects/modern-minimalist-residence/bipv-flush-mount-solar-roof-surface.webp,public/images/projects/modern-minimalist-residence/bipv-flush-mount-solar-roof-surface.webp,bipv-flush-mount-solar-roof-surface.webp,legacy_alt_inherited,2026/05/bipv-flush-mount-solar-roof-surface.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/bipv-flush-mount-solar-roof-surface.webp,2723,"Close-up of the ultra-flat, highly reflective surface of the flush-mount BIPV solar roof, reflecting the sky."
/images/projects/modern-minimalist-residence/modern-solar-roof-edge-integration-detail.webp,public/images/projects/modern-minimalist-residence/modern-solar-roof-edge-integration-detail.webp,modern-solar-roof-edge-integration-detail.webp,legacy_alt_inherited,2026/05/modern-solar-roof-edge-integration-detail.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/modern-solar-roof-edge-integration-detail.webp,2724,Detailed view of the sleek edge integration and waterproof flashing on the modern horizontal solar roof.
/images/projects/modern-minimalist-residence/seamless-horizontal-solar-roof-aerial.webp,public/images/projects/modern-minimalist-residence/seamless-horizontal-solar-roof-aerial.webp,seamless-horizontal-solar-roof-aerial.webp,legacy_alt_inherited,2026/05/seamless-horizontal-solar-roof-aerial.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/seamless-horizontal-solar-roof-aerial.webp,2725,"Aerial perspective of a modern residence featuring a seamless, horizontal-layout integrated solar roof."
/images/projects/modern-minimalist-residence/sleek-solar-tiles-roof-ridge-finish.webp,public/images/projects/modern-minimalist-residence/sleek-solar-tiles-roof-ridge-finish.webp,sleek-solar-tiles-roof-ridge-finish.webp,legacy_alt_inherited,2026/05/sleek-solar-tiles-roof-ridge-finish.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sleek-solar-tiles-roof-ridge-finish.webp,2726,Clean architectural lines and a perfectly smooth finish at the roof ridge using modern interlocking solar tiles.
/images/projects/modern-minimalist-residence/ultra-flat-bipv-roofing-system-skyline.webp,public/images/projects/modern-minimalist-residence/ultra-flat-bipv-roofing-system-skyline.webp,ultra-flat-bipv-roofing-system-skyline.webp,legacy_alt_inherited,2026/05/ultra-flat-bipv-roofing-system-skyline.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/ultra-flat-bipv-roofing-system-skyline.webp,2727,"Angled shot demonstrating the perfectly flush, uninterrupted dark plane of the modern BIPV roofing system."
/images/projects/nanjing-nanshan-lake/sunlit-bipv-roof-gable-edge-finish.webp,public/images/projects/nanjing-nanshan-lake/sunlit-bipv-roof-gable-edge-finish.webp,sunlit-bipv-roof-gable-edge-finish.webp,legacy_alt_inherited,2026/05/sunlit-bipv-roof-gable-edge-finish.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-bipv-roof-gable-edge-finish.webp,2612,"Close-up of the clean gable edge finish of the Sunlit BIPV roof against the sky, showing precise architectural lines."
/images/projects/nanjing-nanshan-lake/sunlit-invisible-solar-tiles-nature-foreground.webp,public/images/projects/nanjing-nanshan-lake/sunlit-invisible-solar-tiles-nature-foreground.webp,sunlit-invisible-solar-tiles-nature-foreground.webp,legacy_alt_inherited,2026/05/sunlit-invisible-solar-tiles-nature-foreground.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-invisible-solar-tiles-nature-foreground.webp,2613,Sleek invisible solar tiles blending quietly with the natural surroundings of the Nanshan Lake resort.
/images/projects/nanjing-nanshan-lake/sunlit-lumina-slate-surface-water-droplets.webp,public/images/projects/nanjing-nanshan-lake/sunlit-lumina-slate-surface-water-droplets.webp,sunlit-lumina-slate-surface-water-droplets.webp,legacy_alt_inherited,2026/05/sunlit-lumina-slate-surface-water-droplets.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-lumina-slate-surface-water-droplets.webp,2614,"Low-angle view of the Lumina Slate solar roof surface, highlighting its excellent water-shedding properties."
/images/projects/nanjing-nanshan-lake/sunlit-solar-roof-valley-flashing-details.webp,public/images/projects/nanjing-nanshan-lake/sunlit-solar-roof-valley-flashing-details.webp,sunlit-solar-roof-valley-flashing-details.webp,legacy_alt_inherited,2026/05/sunlit-solar-roof-valley-flashing-details.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-solar-roof-valley-flashing-details.webp,2615,"Detailed view of the precision valley flashing on the solar roof, ensuring perfect waterproofing for intersecting slopes."
/images/projects/nanjing-nanshan-lake/sunlit-solar-roof-villa-chimney-integration.webp,public/images/projects/nanjing-nanshan-lake/sunlit-solar-roof-villa-chimney-integration.webp,sunlit-solar-roof-villa-chimney-integration.webp,legacy_alt_inherited,2026/05/sunlit-solar-roof-villa-chimney-integration.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-solar-roof-villa-chimney-integration.webp,2616,High-angle view showcasing the seamless integration of the solar roof around a traditional red brick chimney.
/images/projects/nanjing-nanshan-lake/sunlit-solar-roof-yellow-resort-villa-aerial.webp,public/images/projects/nanjing-nanshan-lake/sunlit-solar-roof-yellow-resort-villa-aerial.webp,sunlit-solar-roof-yellow-resort-villa-aerial.webp,legacy_alt_inherited,2026/05/sunlit-solar-roof-yellow-resort-villa-aerial.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-solar-roof-yellow-resort-villa-aerial.webp,2617,"Aerial view of a vibrant yellow resort villa in Nanjing Nanshan Lake, beautifully topped with a modern dark solar roof."
/images/projects/nanjing-nanshan-lake/sunlit-solar-slate-interlocking-texture.webp,public/images/projects/nanjing-nanshan-lake/sunlit-solar-slate-interlocking-texture.webp,sunlit-solar-slate-interlocking-texture.webp,legacy_alt_inherited,2026/05/sunlit-solar-slate-interlocking-texture.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-solar-slate-interlocking-texture.webp,2618,"Macro shot of the interlocking texture of Sunlit solar slates, demonstrating robust weather resistance."
/images/projects/nanjing-nanshan-lake/sunlit-solar-tiles-flat-roof-transition.webp,public/images/projects/nanjing-nanshan-lake/sunlit-solar-tiles-flat-roof-transition.webp,sunlit-solar-tiles-flat-roof-transition.webp,legacy_alt_inherited,2026/05/sunlit-solar-tiles-flat-roof-transition.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-solar-tiles-flat-roof-transition.webp,2619,Clean transition of the solar tile installation along the roof edge of the holiday villa.
/images/projects/nanjing-shanshui-huamen-villa-custom-solar-integration-on-complex-rooflines/sunlit-bipv-roof-ridge-capping-system.webp,public/images/projects/nanjing-shanshui-huamen-villa-custom-solar-integration-on-complex-rooflines/sunlit-bipv-roof-ridge-capping-system.webp,sunlit-bipv-roof-ridge-capping-system.webp,legacy_alt_inherited,2026/05/sunlit-bipv-roof-ridge-capping-system.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-bipv-roof-ridge-capping-system.webp,2620,Detailed look at the custom ridge capping and modular layout of the BIPV roofing system during installation.
/images/projects/nanjing-shanshui-huamen-villa-custom-solar-integration-on-complex-rooflines/sunlit-bipv-solar-roof-villa-blue-sky-nanjing.webp,public/images/projects/nanjing-shanshui-huamen-villa-custom-solar-integration-on-complex-rooflines/sunlit-bipv-solar-roof-villa-blue-sky-nanjing.webp,sunlit-bipv-solar-roof-villa-blue-sky-nanjing.webp,astro_asset_without_exact_wordpress_filename_match,,,,
/images/projects/nanjing-shanshui-huamen-villa-custom-solar-integration-on-complex-rooflines/sunlit-invisible-solar-roof-residential-facade.webp,public/images/projects/nanjing-shanshui-huamen-villa-custom-solar-integration-on-complex-rooflines/sunlit-invisible-solar-roof-residential-facade.webp,sunlit-invisible-solar-roof-residential-facade.webp,astro_asset_without_exact_wordpress_filename_match,,,,
/images/projects/nanjing-shanshui-huamen-villa-custom-solar-integration-on-complex-rooflines/sunlit-solar-roof-flashing-installation-details.webp,public/images/projects/nanjing-shanshui-huamen-villa-custom-solar-integration-on-complex-rooflines/sunlit-solar-roof-flashing-installation-details.webp,sunlit-solar-roof-flashing-installation-details.webp,legacy_alt_inherited,2026/05/sunlit-solar-roof-flashing-installation-details.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-solar-roof-flashing-installation-details.webp,2623,"Close-up of the solar roof installation process, highlighting the precision flashing and watertight edge integration."
/images/projects/nanjing-shanshui-huamen-villa-custom-solar-integration-on-complex-rooflines/sunlit-solar-slate-multi-hip-roof-dormer.webp,public/images/projects/nanjing-shanshui-huamen-villa-custom-solar-integration-on-complex-rooflines/sunlit-solar-slate-multi-hip-roof-dormer.webp,sunlit-solar-slate-multi-hip-roof-dormer.webp,legacy_alt_inherited,2026/05/sunlit-solar-slate-multi-hip-roof-dormer.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-solar-slate-multi-hip-roof-dormer.webp,2624,Detailed view of the multi-hip solar slate roof seamlessly integrating with unique triangular dormer windows.
/images/projects/nanjing-shanshui-huamen-villa-custom-solar-integration-on-complex-rooflines/sunlit-solar-tiles-greenery-integration.webp,public/images/projects/nanjing-shanshui-huamen-villa-custom-solar-integration-on-complex-rooflines/sunlit-solar-tiles-greenery-integration.webp,sunlit-solar-tiles-greenery-integration.webp,legacy_alt_inherited,2026/05/sunlit-solar-tiles-greenery-integration.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-solar-tiles-greenery-integration.webp,2625,"The dark, aesthetic Sunlit solar tiles perfectly complementing the lush green surroundings of the upscale residential community."
/images/projects/pioneer-residential-retrofit/bipv-retrofit-integration-close-up.webp,public/images/projects/pioneer-residential-retrofit/bipv-retrofit-integration-close-up.webp,bipv-retrofit-integration-close-up.webp,legacy_alt_inherited,2026/05/bipv-retrofit-integration-close-up.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/bipv-retrofit-integration-close-up.webp,2728,"Close-up of an early pioneer BIPV retrofit, demonstrating the integration of solar modules with traditional roofing tiles."
/images/projects/pioneer-residential-retrofit/residential-solar-roof-water-testing.webp,public/images/projects/pioneer-residential-retrofit/residential-solar-roof-water-testing.webp,residential-solar-roof-water-testing.webp,legacy_alt_inherited,2026/05/residential-solar-roof-water-testing.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/residential-solar-roof-water-testing.webp,2729,Aerial view of the residential solar roof undergoing rigorous real-world water shedding and durability tests.
/images/projects/pioneer-residential-retrofit/retrofitted-solar-roof-urban-villa.webp,public/images/projects/pioneer-residential-retrofit/retrofitted-solar-roof-urban-villa.webp,retrofitted-solar-roof-urban-villa.webp,legacy_alt_inherited,2026/05/retrofitted-solar-roof-urban-villa.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/retrofitted-solar-roof-urban-villa.webp,2730,Aerial view of the residential solar roof undergoing rigorous real-world water shedding and durability tests.
/images/projects/pioneer-residential-retrofit/solar-roof-durability-water-spray-test.webp,public/images/projects/pioneer-residential-retrofit/solar-roof-durability-water-spray-test.webp,solar-roof-durability-water-spray-test.webp,legacy_alt_inherited,2026/05/solar-roof-durability-water-spray-test.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/solar-roof-durability-water-spray-test.webp,2731,Demonstrating the absolute waterproof reliability of the BIPV installation under simulated heavy rain conditions.
/images/projects/pioneer-residential-retrofit/solar-roof-retrofit-panoramic-view.webp,public/images/projects/pioneer-residential-retrofit/solar-roof-retrofit-panoramic-view.webp,solar-roof-retrofit-panoramic-view.webp,legacy_alt_inherited,2026/05/solar-roof-retrofit-panoramic-view.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/solar-roof-retrofit-panoramic-view.webp,2732,Panoramic view of a complex multi-slope roof successfully retrofitted with early-generation BIPV modules.
/images/projects/pioneer-residential-retrofit/solar-tile-substructure-metal-framing.webp,public/images/projects/pioneer-residential-retrofit/solar-tile-substructure-metal-framing.webp,solar-tile-substructure-metal-framing.webp,legacy_alt_inherited,2026/05/solar-tile-substructure-metal-framing.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/solar-tile-substructure-metal-framing.webp,2733,Construction phase showing the robust metal batten substructure used to secure the BIPV roof retrofit.
/images/projects/premium-waterfront-estate/custom-mansion-bipv-roof-integration-aerial.webp,public/images/projects/premium-waterfront-estate/custom-mansion-bipv-roof-integration-aerial.webp,custom-mansion-bipv-roof-integration-aerial.webp,legacy_alt_inherited,2026/05/custom-mansion-bipv-roof-integration-aerial.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/custom-mansion-bipv-roof-integration-aerial.webp,2734,"Aerial view of a custom luxury waterfront mansion featuring a seamlessly integrated, multi-tiered black BIPV roof."
/images/projects/premium-waterfront-estate/luxury-estate-solar-roof-architectural-harmony.webp,public/images/projects/premium-waterfront-estate/luxury-estate-solar-roof-architectural-harmony.webp,luxury-estate-solar-roof-architectural-harmony.webp,legacy_alt_inherited,2026/05/luxury-estate-solar-roof-architectural-harmony.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/luxury-estate-solar-roof-architectural-harmony.webp,2735,High-angle shot showing the modern solar roof harmonizing perfectly with the premium estate and surrounding natural landscape.
/images/projects/premium-waterfront-estate/multi-tiered-solar-roof-installation-workers.webp,public/images/projects/premium-waterfront-estate/multi-tiered-solar-roof-installation-workers.webp,multi-tiered-solar-roof-installation-workers.webp,legacy_alt_inherited,2026/05/multi-tiered-solar-roof-installation-workers.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/multi-tiered-solar-roof-installation-workers.webp,2736,"Workers fine-tuning the installation of solar tiles on a complex, multi-tiered luxury villa roofline."
/images/projects/premium-waterfront-estate/premium-villa-bipv-construction-phase-front.webp,public/images/projects/premium-waterfront-estate/premium-villa-bipv-construction-phase-front.webp,premium-villa-bipv-construction-phase-front.webp,legacy_alt_inherited,2026/05/premium-villa-bipv-construction-phase-front.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/premium-villa-bipv-construction-phase-front.webp,2737,"Front elevation of the custom mansion during construction, showcasing the expansive and sleek modern solar roof."
/images/projects/premium-waterfront-estate/seamless-black-solar-tiles-mansion-overview.webp,public/images/projects/premium-waterfront-estate/seamless-black-solar-tiles-mansion-overview.webp,seamless-black-solar-tiles-mansion-overview.webp,legacy_alt_inherited,2026/05/seamless-black-solar-tiles-mansion-overview.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/seamless-black-solar-tiles-mansion-overview.webp,2738,Overview of the flawless edge-to-edge black solar tile coverage on a high-end custom architectural estate.
/images/projects/premium-waterfront-estate/waterfront-mansion-solar-roof-under-construction.webp,public/images/projects/premium-waterfront-estate/waterfront-mansion-solar-roof-under-construction.webp,waterfront-mansion-solar-roof-under-construction.webp,legacy_alt_inherited,2026/05/waterfront-mansion-solar-roof-under-construction.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/waterfront-mansion-solar-roof-under-construction.webp,2739,"Drone view of the waterfront mansion's solar roof installation in progress, highlighting custom fitting on complex slopes."
/images/projects/public-utility-infrastructure/bipv-substructure-rail-system-installation.webp,public/images/projects/public-utility-infrastructure/bipv-substructure-rail-system-installation.webp,bipv-substructure-rail-system-installation.webp,legacy_alt_inherited,2026/05/bipv-substructure-rail-system-installation.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/bipv-substructure-rail-system-installation.webp,2745,Looking up the roof slope at the robust rail substructure prepared for the large-scale solar array.
/images/projects/public-utility-infrastructure/commercial-solar-roof-installation-process.webp,public/images/projects/public-utility-infrastructure/commercial-solar-roof-installation-process.webp,commercial-solar-roof-installation-process.webp,astro_asset_without_exact_wordpress_filename_match,,,,
/images/projects/public-utility-infrastructure/curved-bipv-roof-utility-infrastructure.webp,public/images/projects/public-utility-infrastructure/curved-bipv-roof-utility-infrastructure.webp,curved-bipv-roof-utility-infrastructure.webp,legacy_alt_inherited,2026/05/curved-bipv-roof-utility-infrastructure.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/curved-bipv-roof-utility-infrastructure.webp,2747,Wide view of a massive curved BIPV roof installed on a public utility water treatment plant.
/images/projects/public-utility-infrastructure/industrial-solar-roof-long-perspective.webp,public/images/projects/public-utility-infrastructure/industrial-solar-roof-long-perspective.webp,industrial-solar-roof-long-perspective.webp,legacy_alt_inherited,2026/05/industrial-solar-roof-long-perspective.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/industrial-solar-roof-long-perspective.webp,2748,Long perspective shot showing the precise alignment of solar panels across the vast industrial roof expanse.
/images/projects/public-utility-infrastructure/mega-watt-scale-curved-solar-roof-expanse.webp,public/images/projects/public-utility-infrastructure/mega-watt-scale-curved-solar-roof-expanse.webp,mega-watt-scale-curved-solar-roof-expanse.webp,legacy_alt_inherited,2026/05/mega-watt-scale-curved-solar-roof-expanse.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/mega-watt-scale-curved-solar-roof-expanse.webp,2749,"Expansive view of the mega-watt scale curved solar roof, demonstrating massive energy generation capacity."
/images/projects/public-utility-infrastructure/non-penetrating-solar-mounting-clip-detail.webp,public/images/projects/public-utility-infrastructure/non-penetrating-solar-mounting-clip-detail.webp,non-penetrating-solar-mounting-clip-detail.webp,legacy_alt_inherited,2026/05/non-penetrating-solar-mounting-clip-detail.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/non-penetrating-solar-mounting-clip-detail.webp,2750,Close-up of the specialized non-penetrating mounting clip ensuring a watertight seal for the BIPV system.
/images/projects/public-utility-infrastructure/reflective-solar-roof-surface-water-plant.webp,public/images/projects/public-utility-infrastructure/reflective-solar-roof-surface-water-plant.webp,reflective-solar-roof-surface-water-plant.webp,legacy_alt_inherited,2026/05/reflective-solar-roof-surface-water-plant.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/reflective-solar-roof-surface-water-plant.webp,2751,"Sleek, reflective surface of the completed BIPV section on the large-scale water purification facility."
/images/projects/public-utility-infrastructure/solar-installation-worker-utility-scale-project.webp,public/images/projects/public-utility-infrastructure/solar-installation-worker-utility-scale-project.webp,solar-installation-worker-utility-scale-project.webp,legacy_alt_inherited,2026/05/solar-installation-worker-utility-scale-project.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/solar-installation-worker-utility-scale-project.webp,2752,Worker inspecting the boundary between the installed BIPV modules and the underlying green roof substructure.
/images/projects/public-utility-infrastructure/sweeping-curve-bipv-architectural-design.webp,public/images/projects/public-utility-infrastructure/sweeping-curve-bipv-architectural-design.webp,sweeping-curve-bipv-architectural-design.webp,legacy_alt_inherited,2026/05/sweeping-curve-bipv-architectural-design.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sweeping-curve-bipv-architectural-design.webp,2753,"Sweeping architectural curve of the utility building's roof, flawlessly integrated with modern solar modules."
/images/projects/public-utility-infrastructure/wet-solar-panels-weather-resistance-test.webp,public/images/projects/public-utility-infrastructure/wet-solar-panels-weather-resistance-test.webp,wet-solar-panels-weather-resistance-test.webp,legacy_alt_inherited,2026/05/wet-solar-panels-weather-resistance-test.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/wet-solar-panels-weather-resistance-test.webp,2754,"Wet solar panel surface reflecting the industrial skyline, proving excellent drainage and weather resistance."
/images/projects/shanghai-ansheng-huayuan-villa/sunlit-bipv-solar-slate-roof-ridge-close-up.webp,public/images/projects/shanghai-ansheng-huayuan-villa/sunlit-bipv-solar-slate-roof-ridge-close-up.webp,sunlit-bipv-solar-slate-roof-ridge-close-up.webp,legacy_alt_inherited,2026/05/sunlit-bipv-solar-slate-roof-ridge-close-up.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-bipv-solar-slate-roof-ridge-close-up.webp,2626,"Close-up of the Sunlit solar slate roof ridge, highlighting the sleek, seamless surface and premium waterproof finish."
/images/projects/shanghai-ansheng-huayuan-villa/sunlit-invisible-solar-roof-shanghai-villa-exterior.webp,public/images/projects/shanghai-ansheng-huayuan-villa/sunlit-invisible-solar-roof-shanghai-villa-exterior.webp,sunlit-invisible-solar-roof-shanghai-villa-exterior.webp,legacy_alt_inherited,2026/05/sunlit-invisible-solar-roof-shanghai-villa-exterior.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-invisible-solar-roof-shanghai-villa-exterior.webp,2627,"Wide exterior view of a white luxury villa in Shanghai, contrasting its modern invisible solar roof with neighboring traditional tiles."
/images/projects/shanghai-ansheng-huayuan-villa/sunlit-solar-roof-tiles-residential-upgrade-shanghai.webp,public/images/projects/shanghai-ansheng-huayuan-villa/sunlit-solar-roof-tiles-residential-upgrade-shanghai.webp,sunlit-solar-roof-tiles-residential-upgrade-shanghai.webp,astro_asset_without_exact_wordpress_filename_match,,,,
/images/projects/shanghai-hongqiao-royal-villa/sunlit-bipv-solar-roof-luxury-villa-community-shanghai.webp,public/images/projects/shanghai-hongqiao-royal-villa/sunlit-bipv-solar-roof-luxury-villa-community-shanghai.webp,sunlit-bipv-solar-roof-luxury-villa-community-shanghai.webp,legacy_alt_inherited,2026/05/sunlit-bipv-solar-roof-luxury-villa-community-shanghai.webp,https://www.sunlitsolarroof.com/wp-content/uploads/2026/05/sunlit-bipv-solar-roof-luxury-villa-community-shanghai.webp,2629,"Aerial view of the premium Hongqiao Royal Villa community in Shanghai, highlighting a modern Sunlit BIPV solar roof upgrading the neighborhood aesthetic."
